sep=;
"Series";"Time";"Value"
"Raspi_03";"2021-10-01T15:52:19+02:00";492.0357971191406
"Raspi_03";"2021-10-01T15:52:21+02:00";491.8890075683594
"Raspi_03";"2021-10-01T15:52:24+02:00";491.9355773925781
"Raspi_03";"2021-10-01T15:52:26+02:00";491.9140319824219
"Raspi_03";"2021-10-01T15:52:28+02:00";491.96630859375
"Raspi_03";"2021-10-01T15:52:30+02:00";491.60009765625
"Raspi_03";"2021-10-01T15:52:32+02:00";491.69818115234375
"Raspi_03";"2021-10-01T15:52:34+02:00";491.866455078125
"Raspi_03";"2021-10-01T15:52:36+02:00";491.7720947265625
"Raspi_03";"2021-10-01T15:52:38+02:00";491.9403381347656
"Raspi_03";"2021-10-01T15:52:40+02:00";491.2922668457031
"Raspi_03";"2021-10-01T15:52:43+02:00";491.8278503417969
"Raspi_03";"2021-10-01T15:52:45+02:00";492.20953369140625
"Raspi_03";"2021-10-01T15:52:47+02:00";492.61767578125
"Raspi_03";"2021-10-01T15:52:49+02:00";492.9445495605469
"Raspi_03";"2021-10-01T15:52:51+02:00";492.59613037109375
"Raspi_03";"2021-10-01T15:52:53+02:00";492.08026123046875
"Raspi_03";"2021-10-01T15:52:55+02:00";491.7689208984375
"Raspi_03";"2021-10-01T15:52:57+02:00";491.5001525878906
"Raspi_03";"2021-10-01T15:52:59+02:00";491.4015808105469
"Raspi_03";"2021-10-01T15:53:01+02:00";491.33087158203125
"Raspi_03";"2021-10-01T15:53:04+02:00";491.55694580078125
"Raspi_03";"2021-10-01T15:53:06+02:00";491.5216979980469
"Raspi_03";"2021-10-01T15:53:08+02:00";491.5189514160156
"Raspi_03";"2021-10-01T15:53:10+02:00";491.46966552734375
"Raspi_03";"2021-10-01T15:53:12+02:00";491.3123779296875
"Raspi_03";"2021-10-01T15:53:14+02:00";491.16497802734375
"Raspi_03";"2021-10-01T15:53:16+02:00";490.99420166015625
"Raspi_03";"2021-10-01T15:53:18+02:00";491.10052490234375
"Raspi_03";"2021-10-01T15:53:20+02:00";490.9861755371094
"Raspi_03";"2021-10-01T15:53:23+02:00";490.9925842285156
"Raspi_03";"2021-10-01T15:53:25+02:00";491.0726318359375
"Raspi_03";"2021-10-01T15:53:27+02:00";490.7064514160156
"Raspi_03";"2021-10-01T15:53:29+02:00";490.3476257324219
"Raspi_03";"2021-10-01T15:53:31+02:00";490.5691833496094
"Raspi_03";"2021-10-01T15:53:33+02:00";490.3938293457031
"Raspi_03";"2021-10-01T15:53:35+02:00";490.0369567871094
"Raspi_03";"2021-10-01T15:53:37+02:00";490.0603332519531
"Raspi_03";"2021-10-01T15:53:39+02:00";489.9554748535156
"Raspi_03";"2021-10-01T15:53:42+02:00";490.17413330078125
"Raspi_03";"2021-10-01T15:53:44+02:00";489.4787292480469
"Raspi_03";"2021-10-01T15:53:46+02:00";489.53125
"Raspi_03";"2021-10-01T15:53:48+02:00";489.9031982421875
"Raspi_03";"2021-10-01T15:53:50+02:00";490.15234375
"Raspi_03";"2021-10-01T15:53:52+02:00";490.1277770996094
"Raspi_03";"2021-10-01T15:53:54+02:00";490.198486328125
"Raspi_03";"2021-10-01T15:53:56+02:00";490.8261413574219
"Raspi_03";"2021-10-01T15:53:58+02:00";491.0418395996094
"Raspi_03";"2021-10-01T15:54:00+02:00";491.1265563964844
"Raspi_03";"2021-10-01T15:54:03+02:00";491.3647155761719
"Raspi_03";"2021-10-01T15:54:05+02:00";491.4327392578125
"Raspi_03";"2021-10-01T15:54:07+02:00";491.8791198730469
"Raspi_03";"2021-10-01T15:54:09+02:00";492.06378173828125
"Raspi_03";"2021-10-01T15:54:11+02:00";492.0234680175781
"Raspi_03";"2021-10-01T15:54:13+02:00";492.4606018066406
"Raspi_03";"2021-10-01T15:54:15+02:00";492.7042541503906
"Raspi_03";"2021-10-01T15:54:17+02:00";493.05712890625
"Raspi_03";"2021-10-01T15:54:19+02:00";493.1566467285156
"Raspi_03";"2021-10-01T15:54:22+02:00";492.9845275878906
"Raspi_03";"2021-10-01T15:54:24+02:00";493.45538330078125
"Raspi_03";"2021-10-01T15:54:26+02:00";493.5324401855469
"Raspi_03";"2021-10-01T15:54:28+02:00";493.4739074707031
"Raspi_03";"2021-10-01T15:54:30+02:00";493.2736511230469
"Raspi_03";"2021-10-01T15:54:32+02:00";493.432861328125
"Raspi_03";"2021-10-01T15:54:34+02:00";493.0892333984375
"Raspi_03";"2021-10-01T15:54:36+02:00";493.00775146484375
"Raspi_03";"2021-10-01T15:54:38+02:00";493.1966552734375
"Raspi_03";"2021-10-01T15:54:41+02:00";493.0231628417969
"Raspi_03";"2021-10-01T15:54:43+02:00";493.2449645996094
"Raspi_03";"2021-10-01T15:54:45+02:00";493.442138671875
"Raspi_03";"2021-10-01T15:54:47+02:00";493.3880310058594
"Raspi_03";"2021-10-01T15:54:49+02:00";493.5328674316406
"Raspi_03";"2021-10-01T15:54:51+02:00";493.3664855957031
"Raspi_03";"2021-10-01T15:54:53+02:00";493.63446044921875
"Raspi_03";"2021-10-01T15:54:55+02:00";493.4835510253906
"Raspi_03";"2021-10-01T15:54:57+02:00";493.6868591308594
"Raspi_03";"2021-10-01T15:55:00+02:00";493.74847412109375
"Raspi_03";"2021-10-01T15:55:02+02:00";493.46063232421875
"Raspi_03";"2021-10-01T15:55:04+02:00";493.5407409667969
"Raspi_03";"2021-10-01T15:55:06+02:00";493.765625
"Raspi_03";"2021-10-01T15:55:08+02:00";493.6279296875
"Raspi_03";"2021-10-01T15:55:10+02:00";493.55615234375
"Raspi_03";"2021-10-01T15:55:12+02:00";493.562255859375
"Raspi_03";"2021-10-01T15:55:14+02:00";493.432861328125
"Raspi_03";"2021-10-01T15:55:16+02:00";493.2744140625
"Raspi_03";"2021-10-01T15:55:18+02:00";493.1094055175781
"Raspi_03";"2021-10-01T15:55:21+02:00";493.0738220214844
"Raspi_03";"2021-10-01T15:55:23+02:00";493.0618591308594
"Raspi_03";"2021-10-01T15:55:25+02:00";493.1018981933594
"Raspi_03";"2021-10-01T15:55:27+02:00";493.5683898925781
"Raspi_03";"2021-10-01T15:55:29+02:00";493.93682861328125
"Raspi_03";"2021-10-01T15:55:31+02:00";493.3264465332031
"Raspi_03";"2021-10-01T15:55:33+02:00";493.22650146484375
"Raspi_03";"2021-10-01T15:55:35+02:00";493.27886962890625
"Raspi_03";"2021-10-01T15:55:37+02:00";492.9941101074219
"Raspi_03";"2021-10-01T15:55:40+02:00";492.6737976074219
"Raspi_03";"2021-10-01T15:55:42+02:00";492.66143798828125
"Raspi_03";"2021-10-01T15:55:44+02:00";492.3134765625
"Raspi_03";"2021-10-01T15:55:46+02:00";492.4773864746094
"Raspi_03";"2021-10-01T15:55:48+02:00";491.787353515625
"Raspi_03";"2021-10-01T15:55:50+02:00";491.78460693359375
"Raspi_03";"2021-10-01T15:55:52+02:00";491.6545715332031
"Raspi_03";"2021-10-01T15:55:54+02:00";491.694580078125
"Raspi_03";"2021-10-01T15:55:56+02:00";491.4852294921875
"Raspi_03";"2021-10-01T15:55:59+02:00";490.9465637207031
"Raspi_03";"2021-10-01T15:56:01+02:00";491.27044677734375
"Raspi_03";"2021-10-01T15:56:03+02:00";491.2027282714844
"Raspi_03";"2021-10-01T15:56:05+02:00";491.42431640625
"Raspi_03";"2021-10-01T15:56:07+02:00";491.1869812011719
"Raspi_03";"2021-10-01T15:56:09+02:00";490.866943359375
"Raspi_03";"2021-10-01T15:56:11+02:00";490.8084716796875
"Raspi_03";"2021-10-01T15:56:13+02:00";491.00543212890625
"Raspi_03";"2021-10-01T15:56:15+02:00";490.71307373046875
"Raspi_03";"2021-10-01T15:56:17+02:00";490.53729248046875
"Raspi_03";"2021-10-01T15:56:20+02:00";490.5068664550781
"Raspi_03";"2021-10-01T15:56:22+02:00";490.4603576660156
"Raspi_03";"2021-10-01T15:56:24+02:00";491.0115661621094
"Raspi_03";"2021-10-01T15:56:26+02:00";491.2158508300781
"Raspi_03";"2021-10-01T15:56:28+02:00";491.482177734375
"Raspi_03";"2021-10-01T15:56:30+02:00";491.6607360839844
"Raspi_03";"2021-10-01T15:56:32+02:00";491.6391906738281
"Raspi_03";"2021-10-01T15:56:34+02:00";491.6514892578125
"Raspi_03";"2021-10-01T15:56:36+02:00";491.9690246582031
"Raspi_03";"2021-10-01T15:56:39+02:00";492.40966796875
"Raspi_03";"2021-10-01T15:56:41+02:00";492.5016784667969
"Raspi_03";"2021-10-01T15:56:43+02:00";493.2374572753906
"Raspi_03";"2021-10-01T15:56:45+02:00";493.0126037597656
"Raspi_03";"2021-10-01T15:56:47+02:00";493.3514099121094
"Raspi_03";"2021-10-01T15:56:49+02:00";493.46240234375
"Raspi_03";"2021-10-01T15:56:51+02:00";493.7071228027344
"Raspi_03";"2021-10-01T15:56:53+02:00";494.3017578125
"Raspi_03";"2021-10-01T15:56:55+02:00";494.3497619628906
"Raspi_03";"2021-10-01T15:56:58+02:00";495.0001220703125
"Raspi_03";"2021-10-01T15:57:00+02:00";495.2356872558594
"Raspi_03";"2021-10-01T15:57:02+02:00";495.3484802246094
"Raspi_03";"2021-10-01T15:57:04+02:00";495.34796142578125
"Raspi_03";"2021-10-01T15:57:06+02:00";495.1999816894531
"Raspi_03";"2021-10-01T15:57:08+02:00";495.2498779296875
"Raspi_03";"2021-10-01T15:57:10+02:00";495.2569274902344
"Raspi_03";"2021-10-01T15:57:12+02:00";495.6044006347656
"Raspi_03";"2021-10-01T15:57:14+02:00";495.79608154296875
"Raspi_03";"2021-10-01T15:57:16+02:00";496.07122802734375
"Raspi_03";"2021-10-01T15:57:19+02:00";496.50494384765625
"Raspi_03";"2021-10-01T15:57:21+02:00";496.8688659667969
"Raspi_03";"2021-10-01T15:57:23+02:00";496.6696472167969
"Raspi_03";"2021-10-01T15:57:25+02:00";496.24395751953125
"Raspi_03";"2021-10-01T15:57:27+02:00";496.440673828125
"Raspi_03";"2021-10-01T15:57:29+02:00";496.53271484375
"Raspi_03";"2021-10-01T15:57:31+02:00";496.54931640625
"Raspi_03";"2021-10-01T15:57:33+02:00";496.9583740234375
"Raspi_03";"2021-10-01T15:57:35+02:00";496.81951904296875
"Raspi_03";"2021-10-01T15:57:38+02:00";496.5635070800781
"Raspi_03";"2021-10-01T15:57:40+02:00";496.5431213378906
"Raspi_03";"2021-10-01T15:57:42+02:00";497.0200500488281
"Raspi_03";"2021-10-01T15:57:44+02:00";496.9922790527344
"Raspi_03";"2021-10-01T15:57:46+02:00";496.6202697753906
"Raspi_03";"2021-10-01T15:57:48+02:00";496.28717041015625
"Raspi_03";"2021-10-01T15:57:50+02:00";496.1236877441406
"Raspi_03";"2021-10-01T15:57:52+02:00";496.1830139160156
"Raspi_03";"2021-10-01T15:57:54+02:00";496.3827209472656
"Raspi_03";"2021-10-01T15:57:57+02:00";496.56658935546875
"Raspi_03";"2021-10-01T15:57:59+02:00";496.62457275390625
"Raspi_03";"2021-10-01T15:58:01+02:00";496.927490234375
"Raspi_03";"2021-10-01T15:58:03+02:00";497.1446838378906
"Raspi_03";"2021-10-01T15:58:05+02:00";497.243408203125
"Raspi_03";"2021-10-01T15:58:07+02:00";497.7000732421875
"Raspi_03";"2021-10-01T15:58:09+02:00";497.755615234375
"Raspi_03";"2021-10-01T15:58:11+02:00";497.85748291015625
"Raspi_03";"2021-10-01T15:58:13+02:00";497.5087585449219
"Raspi_03";"2021-10-01T15:58:15+02:00";497.5729675292969
"Raspi_03";"2021-10-01T15:58:18+02:00";496.92376708984375
"Raspi_03";"2021-10-01T15:58:20+02:00";496.7170715332031
"Raspi_03";"2021-10-01T15:58:22+02:00";496.27789306640625
"Raspi_03";"2021-10-01T15:58:24+02:00";495.9687805175781
"Raspi_03";"2021-10-01T15:58:26+02:00";495.7616882324219
"Raspi_03";"2021-10-01T15:58:28+02:00";495.1506652832031
"Raspi_03";"2021-10-01T15:58:30+02:00";494.895263671875
"Raspi_03";"2021-10-01T15:58:32+02:00";494.2845764160156
"Raspi_03";"2021-10-01T15:58:34+02:00";494.03363037109375
"Raspi_03";"2021-10-01T15:58:37+02:00";493.571533203125
"Raspi_03";"2021-10-01T15:58:39+02:00";493.4126892089844
"Raspi_03";"2021-10-01T15:58:41+02:00";493.2288818359375
"Raspi_03";"2021-10-01T15:58:43+02:00";492.7627868652344
"Raspi_03";"2021-10-01T15:58:45+02:00";492.4042053222656
"Raspi_03";"2021-10-01T15:58:47+02:00";491.9372253417969
"Raspi_03";"2021-10-01T15:58:49+02:00";491.5555419921875
"Raspi_03";"2021-10-01T15:58:51+02:00";491.4754943847656
"Raspi_03";"2021-10-01T15:58:53+02:00";491.32305908203125
"Raspi_03";"2021-10-01T15:58:56+02:00";491.02728271484375
"Raspi_03";"2021-10-01T15:58:58+02:00";490.89996337890625
"Raspi_03";"2021-10-01T15:59:00+02:00";490.5291748046875
"Raspi_03";"2021-10-01T15:59:02+02:00";490.4048156738281
"Raspi_03";"2021-10-01T15:59:04+02:00";490.06317138671875
"Raspi_03";"2021-10-01T15:59:06+02:00";490.1218566894531
"Raspi_03";"2021-10-01T15:59:08+02:00";490.1415100097656
"Raspi_03";"2021-10-01T15:59:10+02:00";490.05389404296875
"Raspi_03";"2021-10-01T15:59:12+02:00";490.05389404296875
"Raspi_03";"2021-10-01T15:59:15+02:00";490.23876953125
"Raspi_03";"2021-10-01T15:59:17+02:00";490.3648376464844
"Raspi_03";"2021-10-01T15:59:19+02:00";490.4526672363281
"Raspi_03";"2021-10-01T15:59:21+02:00";490.2680358886719
"Raspi_03";"2021-10-01T15:59:23+02:00";490.0588684082031
"Raspi_03";"2021-10-01T15:59:25+02:00";489.8757629394531
"Raspi_03";"2021-10-01T15:59:27+02:00";489.8388671875
"Raspi_03";"2021-10-01T15:59:29+02:00";489.8742370605469
"Raspi_03";"2021-10-01T15:59:31+02:00";489.8665771484375
"Raspi_03";"2021-10-01T15:59:33+02:00";490.0142822265625
"Raspi_03";"2021-10-01T15:59:36+02:00";490.22027587890625
"Raspi_03";"2021-10-01T15:59:38+02:00";489.9327087402344
"Raspi_03";"2021-10-01T15:59:40+02:00";489.8834533691406
"Raspi_03";"2021-10-01T15:59:42+02:00";489.7496032714844
"Raspi_03";"2021-10-01T15:59:44+02:00";489.7173767089844
"Raspi_03";"2021-10-01T15:59:46+02:00";489.4804992675781
"Raspi_03";"2021-10-01T15:59:48+02:00";489.5020446777344
"Raspi_03";"2021-10-01T15:59:50+02:00";489.3636169433594
"Raspi_03";"2021-10-01T15:59:52+02:00";489.16986083984375
"Raspi_03";"2021-10-01T15:59:55+02:00";488.97772216796875
"Raspi_03";"2021-10-01T15:59:57+02:00";488.62249755859375
"Raspi_03";"2021-10-01T15:59:59+02:00";488.69476318359375
"Raspi_03";"2021-10-01T16:00:01+02:00";488.64404296875
"Raspi_03";"2021-10-01T16:00:03+02:00";488.5841064453125
"Raspi_03";"2021-10-01T16:00:05+02:00";488.6179504394531
"Raspi_03";"2021-10-01T16:00:07+02:00";488.58868408203125
"Raspi_03";"2021-10-01T16:00:09+02:00";488.6347961425781
"Raspi_03";"2021-10-01T16:00:11+02:00";488.6778564453125
"Raspi_03";"2021-10-01T16:00:14+02:00";488.85931396484375
"Raspi_03";"2021-10-01T16:00:16+02:00";488.8638916015625
"Raspi_03";"2021-10-01T16:00:18+02:00";488.7484130859375
"Raspi_03";"2021-10-01T16:00:20+02:00";488.8682861328125
"Raspi_03";"2021-10-01T16:00:22+02:00";489.0146179199219
"Raspi_03";"2021-10-01T16:00:24+02:00";489.0606994628906
"Raspi_03";"2021-10-01T16:00:26+02:00";489.0619812011719
"Raspi_03";"2021-10-01T16:00:28+02:00";489.33416748046875
"Raspi_03";"2021-10-01T16:00:30+02:00";489.1221923828125
"Raspi_03";"2021-10-01T16:00:32+02:00";489.1189270019531
"Raspi_03";"2021-10-01T16:00:35+02:00";488.99285888671875
"Raspi_03";"2021-10-01T16:00:37+02:00";488.90362548828125
"Raspi_03";"2021-10-01T16:00:39+02:00";489.2265319824219
"Raspi_03";"2021-10-01T16:00:41+02:00";488.8882751464844
"Raspi_03";"2021-10-01T16:00:43+02:00";488.94976806640625
"Raspi_03";"2021-10-01T16:00:45+02:00";489.3233947753906
"Raspi_03";"2021-10-01T16:00:47+02:00";489.29107666015625
"Raspi_03";"2021-10-01T16:00:49+02:00";489.4051208496094
"Raspi_03";"2021-10-01T16:00:51+02:00";489.2173156738281
"Raspi_03";"2021-10-01T16:00:54+02:00";489.3987121582031
"Raspi_03";"2021-10-01T16:00:56+02:00";488.9620361328125
"Raspi_03";"2021-10-01T16:00:58+02:00";489.31292724609375
"Raspi_03";"2021-10-01T16:01:00+02:00";489.6727294921875
"Raspi_03";"2021-10-01T16:01:02+02:00";489.4389343261719
"Raspi_03";"2021-10-01T16:01:04+02:00";489.5125427246094
"Raspi_03";"2021-10-01T16:01:06+02:00";489.2972717285156
"Raspi_03";"2021-10-01T16:01:08+02:00";489.49127197265625
"Raspi_03";"2021-10-01T16:01:10+02:00";489.20989990234375
"Raspi_03";"2021-10-01T16:01:12+02:00";489.0345764160156
"Raspi_03";"2021-10-01T16:01:15+02:00";489.0914306640625
"Raspi_03";"2021-10-01T16:01:17+02:00";488.93316650390625
"Raspi_03";"2021-10-01T16:01:19+02:00";488.55487060546875
"Raspi_03";"2021-10-01T16:01:21+02:00";487.9891662597656
"Raspi_03";"2021-10-01T16:01:23+02:00";488.0524597167969
"Raspi_03";"2021-10-01T16:01:25+02:00";488.19512939453125
"Raspi_03";"2021-10-01T16:01:27+02:00";488.1183166503906
"Raspi_03";"2021-10-01T16:01:29+02:00";488.1567077636719
"Raspi_03";"2021-10-01T16:01:31+02:00";488.05987548828125
"Raspi_03";"2021-10-01T16:01:34+02:00";487.8417053222656
"Raspi_03";"2021-10-01T16:01:36+02:00";487.44989013671875
"Raspi_03";"2021-10-01T16:01:38+02:00";487.46832275390625
"Raspi_03";"2021-10-01T16:01:40+02:00";487.5667724609375
"Raspi_03";"2021-10-01T16:01:42+02:00";487.3345642089844
"Raspi_03";"2021-10-01T16:01:44+02:00";487.2255554199219
"Raspi_03";"2021-10-01T16:01:46+02:00";487.0826416015625
"Raspi_03";"2021-10-01T16:01:48+02:00";487.2407531738281
"Raspi_03";"2021-10-01T16:01:50+02:00";487.2131042480469
"Raspi_03";"2021-10-01T16:01:53+02:00";487.38677978515625
"Raspi_03";"2021-10-01T16:01:55+02:00";487.6295471191406
"Raspi_03";"2021-10-01T16:01:57+02:00";488.0276794433594
"Raspi_03";"2021-10-01T16:01:59+02:00";487.8370056152344
"Raspi_03";"2021-10-01T16:02:01+02:00";488.0199279785156
"Raspi_03";"2021-10-01T16:02:03+02:00";487.7049560546875
"Raspi_03";"2021-10-01T16:02:05+02:00";487.46673583984375
"Raspi_03";"2021-10-01T16:02:07+02:00";487.5711975097656
"Raspi_03";"2021-10-01T16:02:09+02:00";487.8800354003906
"Raspi_03";"2021-10-01T16:02:11+02:00";488.2935791015625
"Raspi_03";"2021-10-01T16:02:14+02:00";488.4887390136719
"Raspi_03";"2021-10-01T16:02:16+02:00";488.6732177734375
"Raspi_03";"2021-10-01T16:02:18+02:00";488.6981201171875
"Raspi_03";"2021-10-01T16:02:20+02:00";488.5826110839844
"Raspi_03";"2021-10-01T16:02:22+02:00";488.30426025390625
"Raspi_03";"2021-10-01T16:02:24+02:00";488.3550109863281
"Raspi_03";"2021-10-01T16:02:26+02:00";488.422607421875
"Raspi_03";"2021-10-01T16:02:28+02:00";488.3996276855469
"Raspi_03";"2021-10-01T16:02:30+02:00";488.3119812011719
"Raspi_03";"2021-10-01T16:02:33+02:00";488.2873840332031
"Raspi_03";"2021-10-01T16:02:35+02:00";488.38580322265625
"Raspi_03";"2021-10-01T16:02:37+02:00";488.26739501953125
"Raspi_03";"2021-10-01T16:02:39+02:00";488.0153503417969
"Raspi_03";"2021-10-01T16:02:41+02:00";488.12451171875
"Raspi_03";"2021-10-01T16:02:43+02:00";488.4103698730469
"Raspi_03";"2021-10-01T16:02:45+02:00";488.6578674316406
"Raspi_03";"2021-10-01T16:02:47+02:00";488.9869384765625
"Raspi_03";"2021-10-01T16:02:49+02:00";489.1852111816406
"Raspi_03";"2021-10-01T16:02:51+02:00";489.29443359375
"Raspi_03";"2021-10-01T16:02:54+02:00";489.40972900390625
"Raspi_03";"2021-10-01T16:02:56+02:00";489.4697570800781
"Raspi_03";"2021-10-01T16:02:58+02:00";489.4266662597656
"Raspi_03";"2021-10-01T16:03:00+02:00";489.4389343261719
"Raspi_03";"2021-10-01T16:03:02+02:00";489.4604797363281
"Raspi_03";"2021-10-01T16:03:04+02:00";489.3774719238281
"Raspi_03";"2021-10-01T16:03:06+02:00";489.1745300292969
"Raspi_03";"2021-10-01T16:03:08+02:00";488.906982421875
"Raspi_03";"2021-10-01T16:03:10+02:00";489.30670166015625
"Raspi_03";"2021-10-01T16:03:13+02:00";489.2421569824219
"Raspi_03";"2021-10-01T16:03:15+02:00";489.5531005859375
"Raspi_03";"2021-10-01T16:03:17+02:00";489.1729431152344
"Raspi_03";"2021-10-01T16:03:19+02:00";488.74859619140625
"Raspi_03";"2021-10-01T16:03:21+02:00";488.33966064453125
"Raspi_03";"2021-10-01T16:03:23+02:00";488.0122375488281
"Raspi_03";"2021-10-01T16:03:25+02:00";488.1167297363281
"Raspi_03";"2021-10-01T16:03:27+02:00";488.0368347167969
"Raspi_03";"2021-10-01T16:03:29+02:00";487.83099365234375
"Raspi_03";"2021-10-01T16:03:32+02:00";487.9415588378906
"Raspi_03";"2021-10-01T16:03:34+02:00";487.61114501953125
"Raspi_03";"2021-10-01T16:03:36+02:00";487.9909362792969
"Raspi_03";"2021-10-01T16:03:38+02:00";487.9800109863281
"Raspi_03";"2021-10-01T16:03:40+02:00";487.8846740722656
"Raspi_03";"2021-10-01T16:03:42+02:00";488.2430114746094
"Raspi_03";"2021-10-01T16:03:44+02:00";488.6148376464844
"Raspi_03";"2021-10-01T16:03:46+02:00";488.6916809082031
"Raspi_03";"2021-10-01T16:03:48+02:00";488.5379638671875
"Raspi_03";"2021-10-01T16:03:50+02:00";488.4057312011719
"Raspi_03";"2021-10-01T16:03:53+02:00";488.56719970703125
"Raspi_03";"2021-10-01T16:03:55+02:00";488.6778564453125
"Raspi_03";"2021-10-01T16:03:57+02:00";488.73626708984375
"Raspi_03";"2021-10-01T16:03:59+02:00";488.48419189453125
"Raspi_03";"2021-10-01T16:04:01+02:00";488.43804931640625
"Raspi_03";"2021-10-01T16:04:03+02:00";488.2366943359375
"Raspi_03";"2021-10-01T16:04:05+02:00";488.30279541015625
"Raspi_03";"2021-10-01T16:04:07+02:00";487.85552978515625
"Raspi_03";"2021-10-01T16:04:09+02:00";487.515869140625
"Raspi_03";"2021-10-01T16:04:12+02:00";487.3253173828125
"Raspi_03";"2021-10-01T16:04:14+02:00";487.4313049316406
"Raspi_03";"2021-10-01T16:04:16+02:00";487.4468078613281
"Raspi_03";"2021-10-01T16:04:18+02:00";487.5496520996094
"Raspi_03";"2021-10-01T16:04:20+02:00";487.4775085449219
"Raspi_03";"2021-10-01T16:04:22+02:00";487.4898681640625
"Raspi_03";"2021-10-01T16:04:24+02:00";487.4297790527344
"Raspi_03";"2021-10-01T16:04:26+02:00";486.9903869628906
"Raspi_03";"2021-10-01T16:04:28+02:00";486.853759765625
"Raspi_03";"2021-10-01T16:04:31+02:00";486.7431335449219
"Raspi_03";"2021-10-01T16:04:33+02:00";486.7599792480469
"Raspi_03";"2021-10-01T16:04:35+02:00";486.9228210449219
"Raspi_03";"2021-10-01T16:04:37+02:00";487.0518798828125
"Raspi_03";"2021-10-01T16:04:39+02:00";487.5080871582031
"Raspi_03";"2021-10-01T16:04:41+02:00";487.6142272949219
"Raspi_03";"2021-10-01T16:04:43+02:00";487.90771484375
"Raspi_03";"2021-10-01T16:04:45+02:00";487.4835510253906
"Raspi_03";"2021-10-01T16:04:47+02:00";487.8385925292969
"Raspi_03";"2021-10-01T16:04:49+02:00";488.18157958984375
"Raspi_03";"2021-10-01T16:04:52+02:00";488.2796936035156
"Raspi_03";"2021-10-01T16:04:54+02:00";488.22442626953125
"Raspi_03";"2021-10-01T16:04:56+02:00";488.0967712402344
"Raspi_03";"2021-10-01T16:04:58+02:00";488.1136779785156
"Raspi_03";"2021-10-01T16:05:00+02:00";488.69940185546875
"Raspi_03";"2021-10-01T16:05:02+02:00";488.6548156738281
"Raspi_03";"2021-10-01T16:05:04+02:00";488.76397705078125
"Raspi_03";"2021-10-01T16:05:06+02:00";488.7747497558594
"Raspi_03";"2021-10-01T16:05:08+02:00";488.82110595703125
"Raspi_03";"2021-10-01T16:05:11+02:00";488.7657165527344
"Raspi_03";"2021-10-01T16:05:13+02:00";488.67962646484375
"Raspi_03";"2021-10-01T16:05:15+02:00";488.77166748046875
"Raspi_03";"2021-10-01T16:05:17+02:00";488.6460266113281
"Raspi_03";"2021-10-01T16:05:19+02:00";488.26434326171875
"Raspi_03";"2021-10-01T16:05:21+02:00";488.1539001464844
"Raspi_03";"2021-10-01T16:05:23+02:00";488.0096130371094
"Raspi_03";"2021-10-01T16:05:25+02:00";487.9375305175781
"Raspi_03";"2021-10-01T16:05:27+02:00";487.9356384277344
"Raspi_03";"2021-10-01T16:05:29+02:00";488.1296691894531
"Raspi_03";"2021-10-01T16:05:32+02:00";487.8188171386719
"Raspi_03";"2021-10-01T16:05:34+02:00";487.5946350097656
"Raspi_03";"2021-10-01T16:05:36+02:00";487.7542724609375
"Raspi_03";"2021-10-01T16:05:38+02:00";488.21246337890625
"Raspi_03";"2021-10-01T16:05:40+02:00";488.1476745605469
"Raspi_03";"2021-10-01T16:05:42+02:00";487.9145202636719
"Raspi_03";"2021-10-01T16:05:44+02:00";487.8896789550781
"Raspi_03";"2021-10-01T16:05:46+02:00";488.0157470703125
"Raspi_03";"2021-10-01T16:05:48+02:00";487.8403015136719
"Raspi_03";"2021-10-01T16:05:51+02:00";487.7298278808594
"Raspi_03";"2021-10-01T16:05:53+02:00";487.4622802734375
"Raspi_03";"2021-10-01T16:05:55+02:00";487.2349853515625
"Raspi_03";"2021-10-01T16:05:57+02:00";486.98602294921875
"Raspi_03";"2021-10-01T16:05:59+02:00";486.3131408691406
"Raspi_03";"2021-10-01T16:06:01+02:00";486.1042175292969
"Raspi_03";"2021-10-01T16:06:03+02:00";485.95068359375
"Raspi_03";"2021-10-01T16:06:05+02:00";485.4747314453125
"Raspi_03";"2021-10-01T16:06:07+02:00";485.1366882324219
"Raspi_03";"2021-10-01T16:06:10+02:00";485.6125183105469
"Raspi_03";"2021-10-01T16:06:12+02:00";485.8183288574219
"Raspi_03";"2021-10-01T16:06:14+02:00";485.66473388671875
"Raspi_03";"2021-10-01T16:06:16+02:00";485.6618347167969
"Raspi_03";"2021-10-01T16:06:18+02:00";485.94134521484375
"Raspi_03";"2021-10-01T16:06:20+02:00";486.06109619140625
"Raspi_03";"2021-10-01T16:06:22+02:00";486.1409912109375
"Raspi_03";"2021-10-01T16:06:24+02:00";485.7633056640625
"Raspi_03";"2021-10-01T16:06:26+02:00";485.6680908203125
"Raspi_03";"2021-10-01T16:06:29+02:00";485.7447509765625
"Raspi_03";"2021-10-01T16:06:31+02:00";486.094970703125
"Raspi_03";"2021-10-01T16:06:33+02:00";486.3222351074219
"Raspi_03";"2021-10-01T16:06:35+02:00";486.3897705078125
"Raspi_03";"2021-10-01T16:06:37+02:00";485.9998474121094
"Raspi_03";"2021-10-01T16:06:39+02:00";485.692626953125
"Raspi_03";"2021-10-01T16:06:41+02:00";485.8583679199219
"Raspi_03";"2021-10-01T16:06:43+02:00";485.1952209472656
"Raspi_03";"2021-10-01T16:06:45+02:00";485.13055419921875
